-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
12.14.2021 14:57:25:768,TP22176,A,Move,5,0, 1,1, 2,9,4,9, 0,5, -0,1
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.83,0.05,
12.14.2021 14:57:26:281,TP22176,B BOT_moral,Ask,-5,3, 1,1, -3,8,5,3, 1,1, -4,2,C BOT_moral
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.79,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.79,0.05,
12.14.2021 14:57:26:418,TP22176,A,Move,5,0, 1,1, 2,2,5,0, 0,5, -0,2
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.79,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.79,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.79,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
-0.81,0.05,0.7,0.66,0.79,0.05,
-0.72,0.05,0.83,0.05,0.7,0.05,
